Time,GeoType,GeoID,GeoRank,Geography,Number,Percent,Rank
2009-13,CD,501,6,St. George and Stapleton (CD1),33325,19.56,2
2009-13,CD,502,6,South Beach and Willowbrook (CD2),12059,9.22,1
2009-13,CD,503,6,Tottenville and Great Kills (CD3),9572,5.89,1
2009-13,Subboro,1,5,Mott Haven/Hunts Point,60491,41.97,3
2009-13,Subboro,2,5,Morrisania/East Tremont,66693,42.87,3
2009-13,Subboro,3,5,Highbridge/South Concourse,49676,36.13,3
2009-13,Subboro,4,5,University Heights/Fordham,53913,40.89,3
2009-13,Subboro,5,5,Kingsbridge Heights/Mosholu,38991,31.77,3
2009-13,Subboro,6,5,Riverdale/Kingsbridge,17084,16.8,2
2009-13,Subboro,7,5,Soundview/Parkchester,52168,28.45,3
2009-13,Subboro,8,5,Throgs Neck/Co-op City,15202,12.98,1
2009-13,Subboro,9,5,Pelham Parkway,23876,19.2,2
2009-13,Subboro,10,5,Williamsbridge/Baychester,27371,19.26,2
2009-13,Subboro,11,5,Williamsburg/Greenpoint,42037,28.71,3
2009-13,Subboro,12,5,Brooklyn Heights/Fort Greene,23474,19.41,2
2009-13,Subboro,13,5,Bedford Stuyvesant,43803,32.48,3
2009-13,Subboro,14,5,Bushwick,41424,30.26,3
2009-13,Subboro,15,5,East New York/Starret City,48622,32.11,3
2009-13,Subboro,16,5,Park Slope/Carroll Gardens,11566,10.27,1
2009-13,Subboro,17,5,Sunset Park,41399,28.01,3
2009-13,Subboro,18,5,N. Crown Heights/Prospect Heights,32733,26.74,3
2009-13,Subboro,19,5,South Crown Heights,24741,22.75,2
2009-13,Subboro,20,5,Bay Ridge,20536,15.75,2
2009-13,Subboro,21,5,Bensonhurst,29988,16.87,2
2009-13,Subboro,22,5,Borough Park,50999,31.41,3
2009-13,Subboro,23,5,Coney Island,26706,25.62,2
2009-13,Subboro,24,5,Flatbush,34273,22.02,2
2009-13,Subboro,25,5,Sheepshead Bay/Gravesend,22421,15.32,2
2009-13,Subboro,26,5,Brownsville/Ocean Hill,43447,36.63,3
2009-13,Subboro,27,5,East Flatbush,22049,16.05,2
2009-13,Subboro,28,5,Flatlands/Canarsie,23160,11.32,1
2009-13,Subboro,29,5,Greenwich Village/Financial District,11357,8.05,1
2009-13,Subboro,30,5,Lower East Side/Chinatown,41448,26.03,3
2009-13,Subboro,31,5,Chelsea/Clinton/Midtown,17576,12.62,1
2009-13,Subboro,32,5,Stuyvesant Town/Turtle Bay,12878,9.02,1
2009-13,Subboro,33,5,Upper West Side,19569,10.12,1
2009-13,Subboro,34,5,Upper East Side,14438,6.78,1
2009-13,Subboro,35,5,Morningside Heights/Hamilton Heights,32825,27.35,3
2009-13,Subboro,36,5,Central Harlem,35630,28.12,3
2009-13,Subboro,37,5,East Harlem,36569,31.46,3
2009-13,Subboro,38,5,Washington Heights/Inwood,53858,25.96,3
2009-13,Subboro,39,5,Astoria,30465,18,2
2009-13,Subboro,40,5,Sunnyside/Woodside,17412,13.37,1
2009-13,Subboro,41,5,Jackson Heights,36765,20.48,2
2009-13,Subboro,42,5,Elmhurst/Corona,31575,22.36,2
2009-13,Subboro,43,5,Middle Village/Ridgewood,24357,14.5,1
2009-13,Subboro,44,5,Forest Hills/Rego Park,10916,9.77,1
2009-13,Subboro,45,5,Flushing/Whitestone,35947,14.61,1
2009-13,Subboro,46,5,Hillcrest/Fresh Meadows,23044,15.38,2
2009-13,Subboro,47,5,Kew Gardens/Woodhaven,21506,14.49,1
2009-13,Subboro,48,5,Howard Beach/South Ozone Park,15436,11.71,1
2009-13,Subboro,49,5,Bayside/Little Neck,9608,8.04,1
2009-13,Subboro,50,5,Jamaica,36901,16.35,2
2009-13,Subboro,51,5,Bellerose/Rosedale,16617,8.33,1
2009-13,Subboro,52,5,Rockaways,23361,20.85,2
2009-13,Subboro,53,5,North Shore,33325,19.56,2
2009-13,Subboro,54,5,Mid Island,12059,9.22,1
2009-13,Subboro,55,5,South Shore,9572,5.89,1
2009-13,UHF42,101,4,Kingsbridge - Riverdale,13604,15.63,2
2009-13,UHF42,102,4,Northeast Bronx,30221,15.42,2
2009-13,UHF42,103,4,Fordham - Bronx Pk,76284,31.81,3
2009-13,UHF42,104,4,Pelham - Throgs Neck,69708,23.1,3
2009-13,UHF42,105,4,Crotona -Tremont,82665,40.76,3
2009-13,UHF42,106,4,High Bridge - Morrisania,79874,38.54,3
2009-13,UHF42,107,4,Hunts Point - Mott Haven,56177,41.69,3
2009-13,UHF42,201,4,Greenpoint,35607,28.03,3
2009-13,UHF42,202,4,Downtown - Heights - Slope,39556,16.93,2
2009-13,UHF42,203,4,Bedford Stuyvesant - Crown Heights,87731,27.57,3
2009-13,UHF42,204,4,East New York,61136,33.17,3
2009-13,UHF42,205,4,Sunset Park,38987,30.25,3
2009-13,UHF42,206,4,Borough Park,86311,25.73,3
2009-13,UHF42,207,4,East Flatbush - Flatbush,55807,18.55,2
2009-13,UHF42,208,4,Canarsie - Flatlands,25749,12.65,1
2009-13,UHF42,209,4,Bensonhurst - Bay Ridge,29908,15.04,2
2009-13,UHF42,210,4,Coney Island - Sheepshead Bay,52212,19.22,2
2009-13,UHF42,211,4,Williamsburg - Bushwick,70374,32.41,3
2009-13,UHF42,301,4,Washington Heights,67762,26.09,3
2009-13,UHF42,302,4,Central Harlem - Morningside Heights,47166,28.44,3
2009-13,UHF42,303,4,East Harlem,34548,32.01,3
2009-13,UHF42,304,4,Upper West Side,25503,11.8,1
2009-13,UHF42,305,4,Upper East Side,14516,6.8,1
2009-13,UHF42,306,4,Chelsea - Clinton,16914,12.1,1
2009-13,UHF42,307,4,Gramercy Park - Murray Hill,11418,9.21,1
2009-13,UHF42,308,4,Greenwich Village - SoHo,7764,9.85,1
2009-13,UHF42,309,4,Union Square - Lower East Side,41829,21.67,2
2009-13,UHF42,310,4,Lower Manhattan,5609,10.92,1
2009-13,UHF42,401,4,Long Island City - Astoria,32827,16.47,2
2009-13,UHF42,402,4,West Queens,86931,19.13,2
2009-13,UHF42,403,4,Flushing - Clearview,36731,14.2,1
2009-13,UHF42,404,4,Bayside - Little Neck,7630,8.49,1
2009-13,UHF42,405,4,Ridgewood - Forest Hills,31732,12.9,1
2009-13,UHF42,406,4,Fresh Meadows,14398,15.08,2
2009-13,UHF42,407,4,Southwest Queens,36826,13.14,1
2009-13,UHF42,408,4,Jamaica,46624,16.05,2
2009-13,UHF42,409,4,Southeast Queens,18847,7.05,1
2009-13,UHF42,410,4,Rockaways,23361,20.85,2
2009-13,UHF42,501,4,Port Richmond,15111,22.77,2
2009-13,UHF42,502,4,Stapleton - St. George,20398,17,2
2009-13,UHF42,503,4,Willowbrook,7454,8.65,1
2009-13,UHF42,504,4,South Beach - Tottenville,11993,6.28,1
2009-13,Borough,1,1,Bronx,405465,29.8,
2009-13,Borough,2,1,Brooklyn,583378,23.15,
2009-13,Borough,3,1,Manhattan,276148,17.71,
2009-13,Borough,4,1,Queens,333910,14.96,
2009-13,Borough,5,1,Staten Island,54956,11.85,
2009-13,Citywide,1,0,New York City,1653857,20.33,
2008-12,NTA,501,7,Claremont-Bathgate,14089,46.67,
2008-12,NTA,503,7,Eastchester-Edenwald-Baychester,6771,18.68,
2008-12,NTA,505,7,Bedford Park-Fordham North,17301,33.03,
2008-12,NTA,506,7,Belmont,10981,47.74,
2008-12,NTA,507,7,Bronxdale,7977,23.94,
2008-12,NTA,508,7,West Farms-Bronx River,11184,31.75,
2008-12,NTA,509,7,Soundview-Castle Hill-Clason Point-Harding Park,12669,23.69,
2008-12,NTA,510,7,Pelham Bay-Country Club-City Island,2657,10.27,
2008-12,NTA,513,7,Co-op City,5235,12.26,
2008-12,NTA,514,7,East Concourse-Concourse Village,21370,34.38,
2008-12,NTA,517,7,East Tremont,18400,44.8,
2008-12,NTA,522,7,North Riverdale-Fieldston-Riverdale,1582,6.64,
2008-12,NTA,526,7,Highbridge,14117,38.48,
2008-12,NTA,527,7,Hunts Point,11929,45.05,
2008-12,NTA,528,7,Van Cortlandt Village,12422,25.55,
2008-12,NTA,529,7,Spuyten Duyvil-Kingsbridge,3134,10.92,
2008-12,NTA,530,7,Kingsbridge Heights,9662,32.52,
2008-12,NTA,531,7,Allerton-Pelham Gardens,4284,13.53,
2008-12,NTA,533,7,Longwood,10009,39.87,
2008-12,NTA,534,7,Melrose South-Mott Haven North,15825,41.06,
2008-12,NTA,535,7,Morrisania-Melrose,13977,37.21,
2008-12,NTA,536,7,University Heights-Morris Heights,20369,38.32,
2008-12,NTA,537,7,Van Nest-Morris Park-Westchester Square,5823,23.13,
2008-12,NTA,539,7,Mott Haven-Port Morris,20270,43.22,
2008-12,NTA,540,7,Fordham South,11596,44.54,
2008-12,NTA,541,7,Mount Hope,19362,37.49,
2008-12,NTA,543,7,Norwood,11083,27.3,
2008-12,NTA,544,7,Williamsbridge-Olinville,13046,21.5,
2008-12,NTA,546,7,Parkchester,5096,16.79,
2008-12,NTA,549,7,Pelham Parkway,4797,16.19,
2008-12,NTA,552,7,Schuylerville-Throgs Neck-Edgewater Park,7079,15.74,
2008-12,NTA,555,7,Soundview-Bruckner,12635,35.59,
2008-12,NTA,559,7,Westchester-Unionport,5920,21.73,
2008-12,NTA,562,7,Woodlawn-Wakefield,6644,14.54,
2008-12,NTA,563,7,West Concourse,14327,36.31,
2008-12,NTA,575,7,Crotona Park East,8520,42.09,
2008-12,NTA,4709,7,Brooklyn Heights-Cobble Hill,2214,9.79,
2008-12,NTA,4717,7,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,9866,16.11,
2008-12,NTA,4719,7,Brighton Beach,8477,26.94,
2008-12,NTA,4721,7,Seagate-Coney Island,9549,32.49,
2008-12,NTA,4723,7,West Brighton,1820,11.76,
2008-12,NTA,4725,7,Homecrest,5853,14.02,
2008-12,NTA,4726,7,Gravesend,5556,20.05,
2008-12,NTA,4727,7,Bath Beach,4542,15.61,
2008-12,NTA,4728,7,Bensonhurst West,15495,17.93,
2008-12,NTA,4729,7,Bensonhurst East,9822,16.11,
2008-12,NTA,4730,7,Dyker Heights,6448,14.37,
2008-12,NTA,4731,7,Bay Ridge,12890,15.41,
2008-12,NTA,4732,7,Sunset Park West,13848,26.43,
2008-12,NTA,4733,7,Carroll Gardens-Columbia Street-Red Hook,5814,14.94,
2008-12,NTA,4734,7,Sunset Park East,22037,31.04,
2008-12,NTA,4735,7,Stuyvesant Heights,17983,28.09,
2008-12,NTA,4737,7,Park Slope-Gowanus,5347,7.36,
2008-12,NTA,4738,7,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,7401,21.45,
2008-12,NTA,4740,7,Windsor Terrace,2793,12.38,
2008-12,NTA,4741,7,Kensington-Ocean Parkway,9475,26.34,
2008-12,NTA,4742,7,Flatbush,23628,22.58,
2008-12,NTA,4743,7,Midwood,10600,20.74,
2008-12,NTA,4744,7,Madison,4638,11.6,
2008-12,NTA,4745,7,Georgetown-Marine Park-Bergen Beach-Mill Basin,3805,7.87,
2008-12,NTA,4746,7,Ocean Parkway South,2618,13.41,
2008-12,NTA,4750,7,Canarsie,12573,14.69,
2008-12,NTA,4758,7,Flatlands,7947,11.24,
2008-12,NTA,4760,7,Prospect Lefferts Gardens-Wingate,14732,21.47,
2008-12,NTA,4761,7,Crown Heights North,28565,28.79,
2008-12,NTA,4763,7,Crown Heights South,9743,23.77,
2008-12,NTA,4764,7,Prospect Heights,2303,11.29,
2008-12,NTA,4768,7,Fort Greene,5836,23.05,
2008-12,NTA,4769,7,Clinton Hill,7204,20.66,
2008-12,NTA,4772,7,Williamsburg,18239,55.9,
2008-12,NTA,4773,7,North Side-South Side,12346,26.86,
2008-12,NTA,4775,7,Bedford,23550,33.83,
2008-12,NTA,4776,7,Greenpoint,3850,12.23,
2008-12,NTA,4777,7,Bushwick North,20259,32.85,
2008-12,NTA,4778,7,Bushwick South,20943,29.67,
2008-12,NTA,4779,7,Ocean Hill,9529,30.04,
2008-12,NTA,4781,7,Brownsville,21755,39.73,
2008-12,NTA,4782,7,East New York,30471,33.35,
2008-12,NTA,4783,7,Cypress Hills-City Line,13220,27.89,
2008-12,NTA,4785,7,East New York (Pennsylvania Ave),11453,39,
2008-12,NTA,4788,7,Borough Park,36334,34.41,
2008-12,NTA,4790,7,East Williamsburg,7488,22.59,
2008-12,NTA,4791,7,East Flatbush-Farragut,6055,11.51,
2008-12,NTA,4793,7,Starrett City,4030,31.45,
2008-12,NTA,4795,7,Erasmus,5758,19.42,
2008-12,NTA,4796,7,Rugby-Remsen Village,8900,15.89,
2008-12,NTA,6101,7,Marble Hill-Inwood,12161,24.24,
2008-12,NTA,6103,7,Central Harlem North-Polo Grounds,22059,28.4,
2008-12,NTA,6104,7,Hamilton Heights,14438,28.16,
2008-12,NTA,6106,7,Manhattanville,8540,36.12,
2008-12,NTA,6109,7,Morningside Heights,10397,23.65,
2008-12,NTA,6111,7,Central Harlem South,12352,26.64,
2008-12,NTA,6112,7,Upper West Side,14605,10.88,
2008-12,NTA,6113,7,Hudson Yards-Chelsea-Flatiron-Union Square,7845,11.65,
2008-12,NTA,6114,7,Lincoln Square,5547,9.45,
2008-12,NTA,6115,7,Clinton,5408,12.64,
2008-12,NTA,6117,7,Midtown-Midtown South,3423,12.95,
2008-12,NTA,6119,7,Turtle Bay-East Midtown,2606,5.41,
2008-12,NTA,6120,7,Murray Hill-Kips Bay,5124,10.75,
2008-12,NTA,6121,7,Gramercy,2642,10.7,
2008-12,NTA,6122,7,East Village,6441,16.28,
2008-12,NTA,6123,7,West Village,4336,6.92,
2008-12,NTA,6124,7,SoHo-TriBeCa-Civic Center-Little Italy,4443,11.69,
2008-12,NTA,6125,7,Battery Park City-Lower Manhattan,2686,7.44,
2008-12,NTA,6127,7,Chinatown,13332,29.67,
2008-12,NTA,6128,7,Lower East Side,20897,28.32,
2008-12,NTA,6131,7,Lenox Hill-Roosevelt Island,6110,7.75,
2008-12,NTA,6132,7,Yorkville,5424,7.02,
2008-12,NTA,6133,7,East Harlem South,14421,25,
2008-12,NTA,6134,7,East Harlem North,20716,34.6,
2008-12,NTA,6135,7,Washington Heights North,15210,22.11,
2008-12,NTA,6136,7,Washington Heights South,24389,27.6,
2008-12,NTA,6140,7,Upper East Side-Carnegie Hill,2995,5.1,
2008-12,NTA,6150,7,Stuyvesant Town-Cooper Village,2273,10.4,
2008-12,NTA,8101,7,South Jamaica,8249,22.55,
2008-12,NTA,8102,7,Springfield Gardens North,3435,12.91,
2008-12,NTA,8103,7,Springfield Gardens South-Brookville,2214,11.39,
2008-12,NTA,8105,7,Rosedale,1960,6.97,
2008-12,NTA,8106,7,Jamaica Estates-Holliswood,2084,8.53,
2008-12,NTA,8107,7,Hollis,2809,13.33,
2008-12,NTA,8108,7,St. Albans,4059,8.07,
2008-12,NTA,8110,7,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,1851,6.43,
2008-12,NTA,8112,7,Hammels-Arverne-Edgemere,10258,29.97,
2008-12,NTA,8115,7,Far Rockaway-Bayswater,11747,24.25,
2008-12,NTA,8117,7,Forest Hills,7587,9.02,
2008-12,NTA,8118,7,Rego Park,2679,9.75,
2008-12,NTA,8119,7,Glendale,3464,10.92,
2008-12,NTA,8120,7,Ridgewood,14365,20.5,
2008-12,NTA,8121,7,Middle Village,2991,7.73,
2008-12,NTA,8122,7,Flushing,14670,21.48,
2008-12,NTA,8123,7,College Point,2059,8.76,
2008-12,NTA,8125,7,Corona,11348,21.32,
2008-12,NTA,8126,7,North Corona,11955,24,
2008-12,NTA,8127,7,East Elmhurst,4201,18.45,
2008-12,NTA,8128,7,Jackson Heights,18935,18.11,
2008-12,NTA,8129,7,Elmhurst,18172,21.46,
2008-12,NTA,8130,7,Maspeth,2807,10.24,
2008-12,NTA,8131,7,Hunters Point-Sunnyside-West Maspeth,7085,11.85,
2008-12,NTA,8133,7,Cambria Heights,1386,6.87,
2008-12,NTA,8134,7,Queens Village,5784,10.14,
2008-12,NTA,8135,7,Briarwood-Jamaica Hills,5193,13.9,
2008-12,NTA,8137,7,Kew Gardens Hills,5075,14.11,
2008-12,NTA,8138,7,Pomonok-Flushing Heights-Hillcrest,5544,17.4,
2008-12,NTA,8141,7,Fresh Meadows-Utopia,2119,11.66,
2008-12,NTA,8142,7,Oakland Gardens,2726,9.71,
2008-12,NTA,8143,7,Bellerose,1842,7.19,
2008-12,NTA,8144,7,Glen Oaks-Floral Park-New Hyde Park,1212,5.51,
2008-12,NTA,8145,7,Douglas Manor-Douglaston-Little Neck,1502,5.89,
2008-12,NTA,8146,7,Bayside-Bayside Hills,3257,7.24,
2008-12,NTA,8147,7,Ft. Totten-Bay Terrace-Clearview,1223,5.33,
2008-12,NTA,8148,7,Auburndale,1738,8.41,
2008-12,NTA,8149,7,Whitestone,1726,5.38,
2008-12,NTA,8150,7,Elmhurst-Maspeth,3027,12.09,
2008-12,NTA,8151,7,Murray Hill,6688,13.17,
2008-12,NTA,8152,7,East Flushing,3726,13.39,
2008-12,NTA,8153,7,Woodhaven,8589,14.47,
2008-12,NTA,8154,7,Richmond Hill,9317,14.4,
2008-12,NTA,8155,7,South Ozone Park,10279,12.88,
2008-12,NTA,8156,7,Ozone Park,3236,14.72,
2008-12,NTA,8157,7,Lindenwood-Howard Beach,2566,8.93,
2008-12,NTA,8160,7,Kew Gardens,2566,11.24,
2008-12,NTA,8161,7,Jamaica,11740,23.41,
2008-12,NTA,8162,7,Queensboro Hill,2794,13.35,
2008-12,NTA,8163,7,Woodside,5792,13,
2008-12,NTA,8166,7,Laurelton,1659,6.63,
2008-12,NTA,8168,7,Queensbridge-Ravenswood-Long Island City,5899,31.88,
2008-12,NTA,8170,7,Astoria,12142,16.18,
2008-12,NTA,8171,7,Old Astoria,4672,17.74,
2008-12,NTA,8172,7,Steinway,6573,13.42,
2008-12,NTA,8176,7,Baisley Park,4940,14.48,
2008-12,NTA,8501,7,Annadale-Huguenot-Prince's Bay-Eltingville,1755,6.12,
2008-12,NTA,8505,7,New Springville-Bloomfield-Travis,3141,8.15,
2008-12,NTA,8507,7,Westerleigh,2061,8.53,
2008-12,NTA,8508,7,Grymes Hill-Clifton-Fox Hills,4716,21.61,
2008-12,NTA,8511,7,Charleston-Richmond Valley-Tottenville,965,4.17,
2008-12,NTA,8512,7,Mariner's Harbor-Arlington-Port Ivory-Graniteville,5411,17.83,
2008-12,NTA,8514,7,Grasmere-Arrochar-Ft. Wadsworth,1708,11.71,
2008-12,NTA,8522,7,West New Brighton-New Brighton-St. George,8422,27.38,
2008-12,NTA,8524,7,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,2407,7.68,
2008-12,NTA,8525,7,Oakwood-Oakwood Beach,999,4.53,
2008-12,NTA,8528,7,Port Richmond,4478,23.35,
2008-12,NTA,8532,7,Rossville-Woodrow,1615,8.12,
2008-12,NTA,8535,7,New Brighton-Silver Lake,2795,15.61,
2008-12,NTA,8536,7,Old Town-Dongan Hills-South Beach,2139,8.76,
2008-12,NTA,8537,7,Stapleton-Rosebank,4792,19.16,
2008-12,NTA,8545,7,New Dorp-Midland Beach,1461,6.89,
2008-12,NTA,8548,7,Arden Heights,1125,4.54,
2008-12,NTA,8554,7,Great Kills,2247,5.17,
2008-12,CD,101,6,Financial District (CD1),11465,8.38,
2008-12,CD,102,6,Greenwich Village and Soho (CD2),11465,8.38,
2008-12,CD,103,6,Lower East Side and Chinatown (CD3),40670,25.69,
2008-12,CD,104,6,Clinton and Chelsea (CD4),16676,12.21,
2008-12,CD,105,6,Midtown (CD5),16676,12.21,
2008-12,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),12645,8.88,
2008-12,CD,107,6,Upper West Side (CD7),20154,10.45,
2008-12,CD,108,6,Upper East Side (CD8),14529,6.76,
2008-12,CD,109,6,Morningside Heights and Hamilton Heights (CD9),33375,28.08,
2008-12,CD,110,6,Central Harlem (CD10),34411,27.75,
2008-12,CD,111,6,East Harlem (CD11),36311,30.54,
2008-12,CD,112,6,Washington Heights and Inwood (CD12),51760,24.97,
2008-12,CD,201,6,Mott Haven and Melrose (CD1),60552,42.7,
2008-12,CD,202,6,Hunts Point and Longwood (CD2),60552,42.7,
2008-12,CD,203,6,Morrisania and Crotona (CD3),66242,43.23,
2008-12,CD,204,6,Highbridge and Concourse (CD4),49816,36.02,
2008-12,CD,205,6,Fordham and University Heights (CD5),51327,39.23,
2008-12,CD,206,6,Belmont and East Tremont (CD6),66242,43.23,
2008-12,CD,207,6,Kingsbridge Heights and Bedford (CD7),38046,31.01,
2008-12,CD,208,6,Riverdale and Fieldston (CD8),17138,16.95,
2008-12,CD,209,6,Parkchester and Soundview (CD9),47504,26.13,
2008-12,CD,210,6,Throgs Neck and Co-op City (CD10),14971,13.17,
2008-12,CD,211,6,Morris Park and Bronxdale (CD11),23775,19.18,
2008-12,CD,212,6,Williamsbridge and Baychester (CD12),26461,18.55,
2008-12,CD,301,6,Greenpoint and Williamsburg (CD1),41923,29.27,
2008-12,CD,302,6,Fort Greene and Brooklyn Heights (CD2),22711,19.32,
2008-12,CD,303,6,Bedford Stuyvesant (CD3),41533,31.08,
2008-12,CD,304,6,Bushwick (CD4),41202,31.15,
2008-12,CD,305,6,East New York and Starrett City (CD5),47721,31.48,
2008-12,CD,306,6,Park Slope and Carroll Gardens (CD6),11161,10.01,
2008-12,CD,307,6,Sunset Park (CD7),38678,26.5,
2008-12,CD,308,6,Crown Heights and Prospect Heights (CD8),30868,25.8,
2008-12,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),24475,22.33,
2008-12,CD,310,6,Bay Ridge and Dyker Heights (CD10),19338,15.05,
2008-12,CD,311,6,Bensonhurst (CD11),29859,16.92,
2008-12,CD,312,6,Borough Park (CD12),48427,30.06,
2008-12,CD,313,6,Coney Island (CD13),25402,24.42,
2008-12,CD,314,6,Flatbush and Midwood (CD14),34228,21.98,
2008-12,CD,315,6,Sheepshead Bay (CD15),20357,14.24,
2008-12,CD,316,6,Brownsville (CD16),42737,36.89,
2008-12,CD,317,6,East Flatbush (CD17),20713,14.98,
2008-12,CD,318,6,Flatlands and Canarsie (CD18),24431,11.93,
2008-12,CD,401,6,Long Island City and Astoria (CD1),29286,17.34,
2008-12,CD,402,6,Woodside and Sunnyside (CD2),15904,12.29,
2008-12,CD,403,6,Jackson Heights (CD3),35091,19.81,
2008-12,CD,404,6,Elmhurst and Corona (CD4),29520,21.4,
2008-12,CD,405,6,Ridgewood and Maspeth (CD5),23627,14.06,
2008-12,CD,406,6,Rego Park and Forest Hills (CD6),10266,9.2,
2008-12,CD,407,6,Flushing and Whitestone (CD7),32886,13.35,
2008-12,CD,408,6,Hillcrest and Fresh Meadows (CD8),20015,13.54,
2008-12,CD,409,6,Kew Gardens and Woodhaven (CD9),20472,13.93,
2008-12,CD,410,6,South Ozone Park and Howard Beach (CD10),16081,12.32,
2008-12,CD,411,6,Bayside and Little Neck (CD11),9238,7.75,
2008-12,CD,412,6,Jamaica and Hollis (CD12),35232,16.1,
2008-12,CD,413,6,Queens Village (CD13),16057,8.13,
2008-12,CD,414,6,Rockaway and Broad Channel (CD14),23856,21.4,
2008-12,CD,501,6,St. George and Stapleton (CD1),32675,19.31,
2008-12,CD,502,6,South Beach and Willowbrook (CD2),10856,8.36,
2008-12,CD,503,6,Tottenville and Great Kills (CD3),8706,5.37,
2008-12,Subboro,1,5,Mott Haven/Hunts Point,60552,42.7,
2008-12,Subboro,2,5,Morrisania/East Tremont,66242,43.23,
2008-12,Subboro,3,5,Highbridge/South Concourse,49816,36.02,
2008-12,Subboro,4,5,University Heights/Fordham,51327,39.23,
2008-12,Subboro,5,5,Kingsbridge Heights/Mosholu,38046,31.01,
2008-12,Subboro,6,5,Riverdale/Kingsbridge,17138,16.95,
2008-12,Subboro,7,5,Soundview/Parkchester,47504,26.13,
2008-12,Subboro,8,5,Throgs Neck/Co-op City,14971,13.17,
2008-12,Subboro,9,5,Pelham Parkway,23775,19.18,
2008-12,Subboro,10,5,Williamsbridge/Baychester,26461,18.55,
2008-12,Subboro,11,5,Williamsburg/Greenpoint,41923,29.27,
2008-12,Subboro,12,5,Brooklyn Heights/Fort Greene,22711,19.32,
2008-12,Subboro,13,5,Bedford Stuyvesant,41533,31.08,
2008-12,Subboro,14,5,Bushwick,41202,31.15,
2008-12,Subboro,15,5,East New York/Starret City,47721,31.48,
2008-12,Subboro,16,5,Park Slope/Carroll Gardens,11161,10.01,
2008-12,Subboro,17,5,Sunset Park,38678,26.5,
2008-12,Subboro,18,5,N. Crown Heights/Prospect Heights,30868,25.8,
2008-12,Subboro,19,5,South Crown Heights,24475,22.33,
2008-12,Subboro,20,5,Bay Ridge,19338,15.05,
2008-12,Subboro,21,5,Bensonhurst,29859,16.92,
2008-12,Subboro,22,5,Borough Park,48427,30.06,
2008-12,Subboro,23,5,Coney Island,25402,24.42,
2008-12,Subboro,24,5,Flatbush,34228,21.98,
2008-12,Subboro,25,5,Sheepshead Bay/Gravesend,20357,14.24,
2008-12,Subboro,26,5,Brownsville/Ocean Hill,42737,36.89,
2008-12,Subboro,27,5,East Flatbush,20713,14.98,
2008-12,Subboro,28,5,Flatlands/Canarsie,24431,11.93,
2008-12,Subboro,29,5,Greenwich Village/Financial District,11465,8.38,
2008-12,Subboro,30,5,Lower East Side/Chinatown,40670,25.69,
2008-12,Subboro,31,5,Chelsea/Clinton/Midtown,16676,12.21,
2008-12,Subboro,32,5,Stuyvesant Town/Turtle Bay,12645,8.88,
2008-12,Subboro,33,5,Upper West Side,20154,10.45,
2008-12,Subboro,34,5,Upper East Side,14529,6.76,
2008-12,Subboro,35,5,Morningside Heights/Hamilton Heights,33375,28.08,
2008-12,Subboro,36,5,Central Harlem,34411,27.75,
2008-12,Subboro,37,5,East Harlem,36311,30.54,
2008-12,Subboro,38,5,Washington Heights/Inwood,51760,24.97,
2008-12,Subboro,39,5,Astoria,29286,17.34,
2008-12,Subboro,40,5,Sunnyside/Woodside,15904,12.29,
2008-12,Subboro,41,5,Jackson Heights,35091,19.81,
2008-12,Subboro,42,5,Elmhurst/Corona,29520,21.4,
2008-12,Subboro,43,5,Middle Village/Ridgewood,23627,14.06,
2008-12,Subboro,44,5,Forest Hills/Rego Park,10266,9.2,
2008-12,Subboro,45,5,Flushing/Whitestone,32886,13.35,
2008-12,Subboro,46,5,Hillcrest/Fresh Meadows,20015,13.54,
2008-12,Subboro,47,5,Kew Gardens/Woodhaven,20472,13.93,
2008-12,Subboro,48,5,Howard Beach/South Ozone Park,16081,12.32,
2008-12,Subboro,49,5,Bayside/Little Neck,9238,7.75,
2008-12,Subboro,50,5,Jamaica,35232,16.1,
2008-12,Subboro,51,5,Bellerose/Rosedale,16057,8.13,
2008-12,Subboro,52,5,Rockaways,23856,21.4,
2008-12,Subboro,53,5,North Shore,32675,19.31,
2008-12,Subboro,54,5,Mid Island,10856,8.36,
2008-12,Subboro,55,5,South Shore,8706,5.37,
2008-12,UHF42,101,4,Kingsbridge - Riverdale,12965,15.1,
2008-12,UHF42,102,4,Northeast Bronx,30278,15.44,
2008-12,UHF42,103,4,Fordham - Bronx Pk,74772,31.29,
2008-12,UHF42,104,4,Pelham - Throgs Neck,64919,21.8,
2008-12,UHF42,105,4,Crotona -Tremont,79222,39.35,
2008-12,UHF42,106,4,High Bridge - Morrisania,78925,38.3,
2008-12,UHF42,107,4,Hunts Point - Mott Haven,57455,43.09,
2008-12,UHF42,201,4,Greenpoint,35354,28.54,
2008-12,UHF42,202,4,Downtown - Heights - Slope,36997,16.32,
2008-12,UHF42,203,4,Bedford Stuyvesant - Crown Heights,84851,27.07,
2008-12,UHF42,204,4,East New York,60560,32.76,
2008-12,UHF42,205,4,Sunset Park,35878,28.42,
