Time,GeoType,GeoID,GeoRank,Geography,10th percentile,90th percentile,Mean,Pollutant,Unit
Winter 2016-17,Borough,5,1,Staten Island,16.12,21.97,18.72,Nitrogen Dioxide (NO2),ppb
Winter 2016-17,Citywide,1,0,New York City,18.27,27.78,24.12,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,101,6,Financial District (CD1),24.65,27.63,26.27,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,102,6,Greenwich Village and Soho (CD2),23.88,27.3,25.94,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,103,6,Lower East Side and Chinatown (CD3),20.86,26.96,24,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,104,6,Clinton and Chelsea (CD4),23.31,29.97,26.68,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,105,6,Midtown (CD5),29.25,33.81,31.64,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),24.07,32.04,28.4,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,107,6,Upper West Side (CD7),21.34,24.61,23.15,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,108,6,Upper East Side (CD8),20.5,28.44,24.91,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,109,6,Morningside Heights and Hamilton Heights (CD9),20.58,22.99,22,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,110,6,Central Harlem (CD10),20.64,23.74,22.27,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,111,6,East Harlem (CD11),20.34,23.32,22.09,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,112,6,Washington Heights and Inwood (CD12),15.81,22.46,19.36,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,201,6,Mott Haven and Melrose (CD1),19.9,21.69,20.84,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,202,6,Hunts Point and Longwood (CD2),17.24,21.84,19.79,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,203,6,Morrisania and Crotona (CD3),18.42,21.23,20.07,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,204,6,Highbridge and Concourse (CD4),20.01,22.3,21.21,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,205,6,Fordham and University Heights (CD5),19.49,22.49,21.18,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,206,6,Belmont and East Tremont (CD6),17.81,21.3,19.86,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,207,6,Kingsbridge Heights and Bedford (CD7),17.56,20.84,19.15,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,208,6,Riverdale and Fieldston (CD8),13.5,19.39,16.04,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,209,6,Parkchester and Soundview (CD9),15.65,21.1,18.81,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,210,6,Throgs Neck and Co-op City (CD10),14.36,19.74,17.23,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,211,6,Morris Park and Bronxdale (CD11),16.76,19.02,17.91,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,212,6,Williamsbridge and Baychester (CD12),14.45,18.47,16.93,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,301,6,Greenpoint and Williamsburg (CD1),20,22.9,21.38,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,302,6,Fort Greene and Brooklyn Heights (CD2),20.53,24.13,22.16,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,303,6,Bedford Stuyvesant (CD3),19.72,21.82,20.79,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,304,6,Bushwick (CD4),17.2,21.1,19.82,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,305,6,East New York and Starrett City (CD5),14.36,19.92,17.83,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,306,6,Park Slope and Carroll Gardens (CD6),19.05,22.8,21.17,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,307,6,Sunset Park (CD7),15.82,22.08,19.44,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,308,6,Crown Heights and Prospect Heights (CD8),19.67,21.91,20.74,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),19.16,20.86,20.11,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,310,6,Bay Ridge and Dyker Heights (CD10),15.21,20.76,18.54,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,311,6,Bensonhurst (CD11),16.78,18.97,18.05,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,312,6,Borough Park (CD12),17.59,20.26,19.12,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,313,6,Coney Island (CD13),12.51,16.24,14.64,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,314,6,Flatbush and Midwood (CD14),17.14,19.83,18.29,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,315,6,Sheepshead Bay (CD15),13.17,17.7,15.91,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,316,6,Brownsville (CD16),18.3,20.01,19.29,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,317,6,East Flatbush (CD17),17.5,20.47,18.94,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,318,6,Flatlands and Canarsie (CD18),10.66,18.11,15.36,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,401,6,Long Island City and Astoria (CD1),17.75,21.8,20.07,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,402,6,Woodside and Sunnyside (CD2),18.92,22.11,20.79,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,403,6,Jackson Heights (CD3),19.14,21.26,20.32,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,404,6,Elmhurst and Corona (CD4),20.28,22.39,21.21,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,405,6,Ridgewood and Maspeth (CD5),15.42,20.99,18.83,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,406,6,Rego Park and Forest Hills (CD6),16.98,21.62,19.31,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,407,6,Flushing and Whitestone (CD7),16.13,20.18,18.2,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,408,6,Hillcrest and Fresh Meadows (CD8),15.05,19.26,17.63,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,409,6,Kew Gardens and Woodhaven (CD9),17.27,19.82,18.69,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,410,6,South Ozone Park and Howard Beach (CD10),14.9,18.84,17.21,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,411,6,Bayside and Little Neck (CD11),13.96,19.04,16.78,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,412,6,Jamaica and Hollis (CD12),16.3,19.65,17.63,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,413,6,Queens Village (CD13),14.59,17.74,16.21,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,414,6,Rockaway and Broad Channel (CD14),9.25,13.31,11.6,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,501,6,St. George and Stapleton (CD1),14.56,18.65,16.86,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,502,6,South Beach and Willowbrook (CD2),10.91,16.06,13.36,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,CD,503,6,Tottenville and Great Kills (CD3),9.18,13.47,11.44,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,101,4,Kingsbridge - Riverdale,13.47,19.47,16.04,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,102,4,Northeast Bronx,16.14,18.73,17.52,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,103,4,Fordham - Bronx Pk,14.06,20.76,17.93,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,104,4,Pelham - Throgs Neck,15.06,20.42,17.92,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,105,4,Crotona -Tremont,18.55,22.02,20.37,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,106,4,High Bridge - Morrisania,20.05,22.16,21.08,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,107,4,Hunts Point - Mott Haven,17.47,21.7,19.91,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,201,4,Greenpoint,19.86,23.07,21.44,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,202,4,Downtown - Heights - Slope,19.57,23.54,21.65,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,203,4,Bedford Stuyvesant - Crown Heights,19.03,21.53,20.2,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,204,4,East New York,15.53,19.94,18.26,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,205,4,Sunset Park,15.85,21.92,19.32,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,206,4,Borough Park,17.53,20.13,18.87,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,207,4,East Flatbush - Flatbush,17.39,20.55,18.86,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,208,4,Canarsie - Flatlands,10.73,18.18,15.3,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,209,4,Bensonhurst - Bay Ridge,14.71,20.17,17.78,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,210,4,Coney Island - Sheepshead Bay,13.09,17.66,15.62,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,211,4,Williamsburg - Bushwick,20.07,21.55,20.82,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,301,4,Washington Heights,16.41,22.57,19.85,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,302,4,Central Harlem - Morningside Heights,20.63,23.55,22.19,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,303,4,East Harlem,20.34,23.37,22.19,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,304,4,Upper West Side,21.34,24.62,23.15,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,305,4,Upper East Side,20.49,28.1,24.81,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,306,4,Chelsea - Clinton,24.07,32.69,28.36,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,307,4,Gramercy Park - Murray Hill,26.27,33.23,30.14,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,308,4,Greenwich Village - SoHo,23.9,27.4,25.93,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,309,4,Union Square - Lower East Side,21.06,27.87,24.49,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,310,4,Lower Manhattan,24.59,27.57,26.15,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,401,4,Long Island City - Astoria,19.19,22.05,20.91,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,402,4,West Queens,19.11,21.72,20.53,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,403,4,Flushing - Clearview,16.37,20.03,18.24,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,404,4,Bayside - Little Neck,13.87,19.04,16.43,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,405,4,Ridgewood - Forest Hills,15.68,20.94,18.65,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,406,4,Fresh Meadows,16.43,19.41,18.09,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,407,4,Southwest Queens,16.08,19.33,17.8,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,408,4,Jamaica,15.89,19.41,17.56,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,409,4,Southeast Queens,14.57,17.71,16.16,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,410,4,Rockaways,9.5,13.33,11.72,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,501,4,Port Richmond,15.33,18.88,17.47,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,502,4,Stapleton - St. George,11.65,17.72,14.93,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,503,4,Willowbrook,11.41,16.91,14.11,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF42,504,4,South Beach - Tottenville,9.3,13.48,11.52,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,101,3,Kingsbridge - Riverdale,13.47,19.47,16.04,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,102,3,Northeast Bronx,16.14,18.73,17.52,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,103,3,Fordham - Bronx Park,14.06,20.76,17.93,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,104,3,Pelham - Throgs Neck,15.06,20.42,17.92,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,201,3,Greenpoint,19.86,23.07,21.44,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,202,3,Downtown - Heights - Slope,19.57,23.54,21.65,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,203,3,Bedford Stuyvesant - Crown Heights,19.03,21.53,20.2,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,204,3,East New York,15.53,19.94,18.26,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,205,3,Sunset Park,15.86,21.92,19.32,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,206,3,Borough Park,17.53,20.13,18.87,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,207,3,East Flatbush - Flatbush,17.39,20.55,18.86,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,208,3,Canarsie - Flatlands,10.73,18.18,15.3,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,209,3,Bensonhurst - Bay Ridge,14.71,20.17,17.78,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,210,3,Coney Island - Sheepshead Bay,13.09,17.66,15.62,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,211,3,Williamsburg - Bushwick,20.07,21.55,20.82,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,301,3,Washington Heights - Inwood,16.41,22.57,19.85,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,302,3,Central Harlem - Morningside Heights,20.63,23.55,22.19,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,303,3,East Harlem,20.34,23.37,22.19,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,304,3,Upper West Side,21.34,24.62,23.15,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,401,3,Long Island City - Astoria,19.19,22.05,20.91,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,402,3,West Queens,19.11,21.72,20.53,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,403,3,Flushing - Clearview,16.36,20.03,18.23,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,405,3,Ridgewood - Forest Hills,15.68,20.94,18.65,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,407,3,Southwest Queens,16.09,19.33,17.8,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,408,3,Jamaica,15.89,19.41,17.56,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,409,3,Southeast Queens,14.57,17.71,16.16,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,410,3,Rockaway,9.5,13.33,11.72,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,305307,3,Upper East Side - Gramercy,22.39,32.31,27.31,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,306308,3,Chelsea - Village,23.97,31.93,27.55,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,309310,3,"Union Square, Lower Manhattan",21.51,27.69,25.01,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,404406,3,Bayside - Meadows,14.23,19.22,17.1,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,501502,3,Northern SI,12.13,18.51,15.81,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,503504,3,Southern SI,9.78,15.5,12.48,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,UHF34,105106107,3,South Bronx,18.14,21.96,20.38,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,Borough,1,1,Bronx,15.12,21.31,18.42,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,Borough,2,1,Brooklyn,14.66,21.62,18.48,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,Borough,3,1,Manhattan,19.91,29.92,24.35,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,Borough,4,1,Queens,13.99,20.9,17.65,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,Borough,5,1,Staten Island,10.26,17.54,13.47,Nitrogen Dioxide (NO2),ppb
Annual Average 2016,Citywide,1,0,New York City,12.18,21.68,17.58,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,101,6,Financial District (CD1),21.13,24.3,22.85,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,102,6,Greenwich Village and Soho (CD2),19.86,23.66,22.17,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,103,6,Lower East Side and Chinatown (CD3),16.42,23.17,19.89,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,104,6,Clinton and Chelsea (CD4),19.2,26.7,22.98,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,105,6,Midtown (CD5),26.06,31.39,28.83,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),20.05,29.09,24.88,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,107,6,Upper West Side (CD7),17.22,20.6,19.1,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,108,6,Upper East Side (CD8),15.98,24.85,20.89,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,109,6,Morningside Heights and Hamilton Heights (CD9),16.53,19.01,17.99,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,110,6,Central Harlem (CD10),16.58,19.73,18.21,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,111,6,East Harlem (CD11),15.9,18.99,17.74,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,112,6,Washington Heights and Inwood (CD12),12.39,18.74,15.78,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,201,6,Mott Haven and Melrose (CD1),15.46,17.36,16.51,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,202,6,Hunts Point and Longwood (CD2),12.83,17.68,15.53,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,203,6,Morrisania and Crotona (CD3),14.59,17.32,16.19,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,204,6,Highbridge and Concourse (CD4),16.11,18.56,17.34,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,205,6,Fordham and University Heights (CD5),15.92,18.92,17.67,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,206,6,Belmont and East Tremont (CD6),14.3,17.68,16.3,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,207,6,Kingsbridge Heights and Bedford (CD7),14.47,17.62,15.98,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,208,6,Riverdale and Fieldston (CD8),10.53,16.24,13,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,209,6,Parkchester and Soundview (CD9),11.47,17.31,14.9,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,210,6,Throgs Neck and Co-op City (CD10),10.65,16.35,13.75,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,211,6,Morris Park and Bronxdale (CD11),13.44,15.59,14.57,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,212,6,Williamsbridge and Baychester (CD12),11.54,15.54,14.07,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,301,6,Greenpoint and Williamsburg (CD1),15.02,18.21,16.53,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,302,6,Fort Greene and Brooklyn Heights (CD2),16.11,20,17.83,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,303,6,Bedford Stuyvesant (CD3),14.81,17.17,16.02,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,304,6,Bushwick (CD4),12.03,16.2,14.8,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,305,6,East New York and Starrett City (CD5),9.06,14.73,12.62,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,306,6,Park Slope and Carroll Gardens (CD6),14.75,18.56,16.89,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,307,6,Sunset Park (CD7),11.38,17.87,15.13,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,308,6,Crown Heights and Prospect Heights (CD8),14.78,17.37,16.04,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),14.35,16.19,15.37,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,310,6,Bay Ridge and Dyker Heights (CD10),10.71,16.56,14.26,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,311,6,Bensonhurst (CD11),11.97,14.37,13.34,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,312,6,Borough Park (CD12),12.75,15.89,14.56,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,313,6,Coney Island (CD13),7.36,11.12,9.5,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,314,6,Flatbush and Midwood (CD14),12.23,15.15,13.49,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,315,6,Sheepshead Bay (CD15),7.67,12.69,10.67,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,316,6,Brownsville (CD16),13.24,14.99,14.24,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,317,6,East Flatbush (CD17),12.48,15.58,13.96,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,318,6,Flatlands and Canarsie (CD18),5.1,12.94,10.03,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,401,6,Long Island City and Astoria (CD1),12.99,16.97,15.23,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,402,6,Woodside and Sunnyside (CD2),13.82,17.18,15.8,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,403,6,Jackson Heights (CD3),14.33,16.46,15.5,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,404,6,Elmhurst and Corona (CD4),15.43,17.52,16.37,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,405,6,Ridgewood and Maspeth (CD5),10.18,15.9,13.7,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,406,6,Rego Park and Forest Hills (CD6),12.12,16.89,14.49,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,407,6,Flushing and Whitestone (CD7),11.99,15.81,14,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,408,6,Hillcrest and Fresh Meadows (CD8),10.91,14.82,13.27,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,409,6,Kew Gardens and Woodhaven (CD9),12.38,14.91,13.75,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,410,6,South Ozone Park and Howard Beach (CD10),9.63,13.86,12.12,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,411,6,Bayside and Little Neck (CD11),10.39,15.17,13.03,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,412,6,Jamaica and Hollis (CD12),11.78,15.18,13.19,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,413,6,Queens Village (CD13),10.44,13.93,12.15,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,414,6,Rockaway and Broad Channel (CD14),3.68,8.1,6.1,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,501,6,St. George and Stapleton (CD1),10.8,15.01,13.12,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,502,6,South Beach and Willowbrook (CD2),6.59,12.07,9.26,Nitrogen Dioxide (NO2),ppb
Summer 2016,CD,503,6,Tottenville and Great Kills (CD3),4.02,8.84,6.6,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,101,4,Kingsbridge - Riverdale,10.52,16.27,12.99,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,102,4,Northeast Bronx,13.31,15.78,14.6,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,103,4,Fordham - Bronx Pk,11.12,17.51,14.79,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,104,4,Pelham - Throgs Neck,11.31,16.66,14.25,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,105,4,Crotona -Tremont,14.86,18.43,16.73,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,106,4,High Bridge - Morrisania,16.08,18.38,17.13,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,107,4,Hunts Point - Mott Haven,12.9,17.48,15.59,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,201,4,Greenpoint,14.87,18.38,16.59,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,202,4,Downtown - Heights - Slope,15.2,19.34,17.32,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,203,4,Bedford Stuyvesant - Crown Heights,13.98,16.95,15.36,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,204,4,East New York,10.28,14.8,13.07,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,205,4,Sunset Park,11.44,17.75,15.07,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,206,4,Borough Park,12.68,15.74,14.25,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,207,4,East Flatbush - Flatbush,12.42,15.84,13.98,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,208,4,Canarsie - Flatlands,5.17,12.98,9.96,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,209,4,Bensonhurst - Bay Ridge,10.01,15.94,13.27,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,210,4,Coney Island - Sheepshead Bay,7.73,12.69,10.44,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,211,4,Williamsburg - Bushwick,15.09,16.8,15.94,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,301,4,Washington Heights,12.94,18.74,16.19,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,302,4,Central Harlem - Morningside Heights,16.5,19.52,18.13,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,303,4,East Harlem,15.83,19.06,17.82,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,304,4,Upper West Side,17.24,20.6,19.1,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,305,4,Upper East Side,15.97,24.47,20.78,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,306,4,Chelsea - Clinton,20.01,30.1,24.97,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,307,4,Gramercy Park - Murray Hill,22.46,30.65,26.92,Nitrogen Dioxide (NO2),ppb
Summer 2016,UHF42,308,4,Greenwich Village - SoHo,19.89,23.81,22.17,Nitrogen Dioxide (NO2),ppb
