Time,GeoType,GeoID,GeoRank,Geography,10th percentile,90th percentile,Mean,Pollutant,Unit
Winter 2015-16,CD,101,6,Financial District (CD1),0.17,0.25,0.21,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,102,6,Greenwich Village and Soho (CD2),0.26,0.49,0.36,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,103,6,Lower East Side and Chinatown (CD3),0.22,0.41,0.29,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,104,6,Clinton and Chelsea (CD4),0.22,0.43,0.31,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,105,6,Midtown (CD5),0.35,0.54,0.43,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),0.31,0.48,0.38,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,107,6,Upper West Side (CD7),0.36,0.51,0.44,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,108,6,Upper East Side (CD8),0.3,0.58,0.45,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,109,6,Morningside Heights and Hamilton Heights (CD9),0.31,0.48,0.39,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,110,6,Central Harlem (CD10),0.31,0.43,0.36,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,111,6,East Harlem (CD11),0.25,0.36,0.3,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,112,6,Washington Heights and Inwood (CD12),0.4,0.61,0.51,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,201,6,Mott Haven and Melrose (CD1),0.22,0.29,0.26,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,202,6,Hunts Point and Longwood (CD2),0.21,0.29,0.25,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,203,6,Morrisania and Crotona (CD3),0.28,0.38,0.32,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,204,6,Highbridge and Concourse (CD4),0.32,0.54,0.45,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,205,6,Fordham and University Heights (CD5),0.47,0.68,0.57,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,206,6,Belmont and East Tremont (CD6),0.3,0.52,0.38,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,207,6,Kingsbridge Heights and Bedford (CD7),0.46,0.65,0.55,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,208,6,Riverdale and Fieldston (CD8),0.24,0.41,0.3,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,209,6,Parkchester and Soundview (CD9),0.24,0.35,0.29,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,210,6,Throgs Neck and Co-op City (CD10),0.24,0.28,0.26,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,211,6,Morris Park and Bronxdale (CD11),0.26,0.37,0.31,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,212,6,Williamsbridge and Baychester (CD12),0.26,0.36,0.31,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,301,6,Greenpoint and Williamsburg (CD1),0.18,0.22,0.2,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,302,6,Fort Greene and Brooklyn Heights (CD2),0.18,0.2,0.19,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,303,6,Bedford Stuyvesant (CD3),0.21,0.22,0.21,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,304,6,Bushwick (CD4),0.2,0.24,0.22,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,305,6,East New York and Starrett City (CD5),0.19,0.23,0.21,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,306,6,Park Slope and Carroll Gardens (CD6),0.15,0.19,0.17,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,307,6,Sunset Park (CD7),0.15,0.2,0.17,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,308,6,Crown Heights and Prospect Heights (CD8),0.2,0.23,0.21,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),0.21,0.23,0.22,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,310,6,Bay Ridge and Dyker Heights (CD10),0.15,0.18,0.16,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,311,6,Bensonhurst (CD11),0.16,0.19,0.18,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,312,6,Borough Park (CD12),0.18,0.21,0.2,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,313,6,Coney Island (CD13),0.15,0.19,0.17,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,314,6,Flatbush and Midwood (CD14),0.19,0.23,0.21,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,315,6,Sheepshead Bay (CD15),0.16,0.19,0.18,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,316,6,Brownsville (CD16),0.2,0.23,0.21,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,317,6,East Flatbush (CD17),0.19,0.23,0.21,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,318,6,Flatlands and Canarsie (CD18),0.16,0.2,0.18,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,401,6,Long Island City and Astoria (CD1),0.21,0.28,0.24,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,402,6,Woodside and Sunnyside (CD2),0.18,0.27,0.22,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,403,6,Jackson Heights (CD3),0.22,0.35,0.28,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,404,6,Elmhurst and Corona (CD4),0.25,0.35,0.3,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,405,6,Ridgewood and Maspeth (CD5),0.19,0.23,0.21,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,406,6,Rego Park and Forest Hills (CD6),0.22,0.3,0.26,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,407,6,Flushing and Whitestone (CD7),0.23,0.32,0.26,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,408,6,Hillcrest and Fresh Meadows (CD8),0.24,0.28,0.26,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,409,6,Kew Gardens and Woodhaven (CD9),0.23,0.26,0.24,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,410,6,South Ozone Park and Howard Beach (CD10),0.19,0.25,0.22,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,411,6,Bayside and Little Neck (CD11),0.25,0.28,0.27,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,412,6,Jamaica and Hollis (CD12),0.24,0.27,0.25,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,413,6,Queens Village (CD13),0.23,0.28,0.26,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,414,6,Rockaway and Broad Channel (CD14),0.16,0.24,0.2,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,501,6,St. George and Stapleton (CD1),0.12,0.14,0.13,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,502,6,South Beach and Willowbrook (CD2),0.11,0.13,0.12,Sulfur Dioxide (SO2),ppb
Winter 2015-16,CD,503,6,Tottenville and Great Kills (CD3),0.1,0.12,0.11,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,101,4,Kingsbridge - Riverdale,0.24,0.39,0.3,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,102,4,Northeast Bronx,0.26,0.34,0.29,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,103,4,Fordham - Bronx Pk,0.33,0.63,0.46,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,104,4,Pelham - Throgs Neck,0.24,0.34,0.28,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,105,4,Crotona -Tremont,0.3,0.6,0.43,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,106,4,High Bridge - Morrisania,0.28,0.52,0.39,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,107,4,Hunts Point - Mott Haven,0.21,0.29,0.25,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,201,4,Greenpoint,0.18,0.21,0.19,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,202,4,Downtown - Heights - Slope,0.16,0.2,0.18,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,203,4,Bedford Stuyvesant - Crown Heights,0.2,0.23,0.22,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,204,4,East New York,0.2,0.23,0.21,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,205,4,Sunset Park,0.15,0.2,0.17,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,206,4,Borough Park,0.18,0.21,0.2,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,207,4,East Flatbush - Flatbush,0.19,0.23,0.21,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,208,4,Canarsie - Flatlands,0.16,0.2,0.18,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,209,4,Bensonhurst - Bay Ridge,0.15,0.19,0.17,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,210,4,Coney Island - Sheepshead Bay,0.16,0.19,0.18,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,211,4,Williamsburg - Bushwick,0.2,0.24,0.22,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,301,4,Washington Heights,0.38,0.6,0.5,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,302,4,Central Harlem - Morningside Heights,0.29,0.42,0.35,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,303,4,East Harlem,0.24,0.37,0.3,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,304,4,Upper West Side,0.35,0.51,0.44,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,305,4,Upper East Side,0.3,0.58,0.45,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,306,4,Chelsea - Clinton,0.23,0.48,0.36,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,307,4,Gramercy Park - Murray Hill,0.33,0.52,0.4,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,308,4,Greenwich Village - SoHo,0.23,0.4,0.31,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,309,4,Union Square - Lower East Side,0.22,0.5,0.33,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,310,4,Lower Manhattan,0.17,0.24,0.2,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,401,4,Long Island City - Astoria,0.19,0.28,0.24,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,402,4,West Queens,0.19,0.33,0.25,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,403,4,Flushing - Clearview,0.23,0.32,0.27,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,404,4,Bayside - Little Neck,0.26,0.28,0.27,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,405,4,Ridgewood - Forest Hills,0.2,0.27,0.23,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,406,4,Fresh Meadows,0.24,0.28,0.26,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,407,4,Southwest Queens,0.2,0.25,0.23,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,408,4,Jamaica,0.23,0.27,0.25,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,409,4,Southeast Queens,0.24,0.28,0.26,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,410,4,Rockaways,0.16,0.24,0.2,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,501,4,Port Richmond,0.11,0.13,0.12,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,502,4,Stapleton - St. George,0.13,0.14,0.13,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,503,4,Willowbrook,0.11,0.13,0.12,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF42,504,4,South Beach - Tottenville,0.1,0.12,0.11,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,101,3,Kingsbridge - Riverdale,0.24,0.39,0.3,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,102,3,Northeast Bronx,0.26,0.34,0.29,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,103,3,Fordham - Bronx Park,0.33,0.63,0.46,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,104,3,Pelham - Throgs Neck,0.24,0.34,0.28,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,201,3,Greenpoint,0.18,0.21,0.19,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,202,3,Downtown - Heights - Slope,0.16,0.2,0.18,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,203,3,Bedford Stuyvesant - Crown Heights,0.2,0.23,0.22,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,204,3,East New York,0.2,0.23,0.21,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,205,3,Sunset Park,0.15,0.2,0.17,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,206,3,Borough Park,0.18,0.21,0.2,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,207,3,East Flatbush - Flatbush,0.19,0.23,0.21,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,208,3,Canarsie - Flatlands,0.16,0.2,0.18,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,209,3,Bensonhurst - Bay Ridge,0.15,0.19,0.17,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,210,3,Coney Island - Sheepshead Bay,0.16,0.19,0.18,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,211,3,Williamsburg - Bushwick,0.2,0.24,0.22,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,301,3,Washington Heights - Inwood,0.38,0.6,0.5,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,302,3,Central Harlem - Morningside Heights,0.29,0.42,0.35,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,303,3,East Harlem,0.24,0.37,0.3,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,304,3,Upper West Side,0.35,0.51,0.44,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,401,3,Long Island City - Astoria,0.19,0.28,0.24,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,402,3,West Queens,0.19,0.33,0.25,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,403,3,Flushing - Clearview,0.23,0.32,0.27,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,405,3,Ridgewood - Forest Hills,0.2,0.27,0.23,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,407,3,Southwest Queens,0.2,0.25,0.23,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,408,3,Jamaica,0.23,0.27,0.25,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,409,3,Southeast Queens,0.24,0.28,0.26,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,410,3,Rockaway,0.16,0.24,0.2,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,305307,3,Upper East Side - Gramercy,0.33,0.55,0.43,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,306308,3,Chelsea - Village,0.23,0.46,0.34,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,309310,3,"Union Square, Lower Manhattan",0.18,0.47,0.29,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,404406,3,Bayside - Meadows,0.24,0.28,0.26,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,501502,3,Northern SI,0.12,0.14,0.13,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,503504,3,Southern SI,0.1,0.13,0.11,Sulfur Dioxide (SO2),ppb
Winter 2015-16,UHF34,105106107,3,South Bronx,0.21,0.53,0.34,Sulfur Dioxide (SO2),ppb
Winter 2015-16,Borough,1,1,Bronx,0.24,0.5,0.33,Sulfur Dioxide (SO2),ppb
Winter 2015-16,Borough,2,1,Brooklyn,0.16,0.22,0.19,Sulfur Dioxide (SO2),ppb
Winter 2015-16,Borough,3,1,Manhattan,0.24,0.53,0.38,Sulfur Dioxide (SO2),ppb
Winter 2015-16,Borough,4,1,Queens,0.2,0.28,0.25,Sulfur Dioxide (SO2),ppb
Winter 2015-16,Borough,5,1,Staten Island,0.11,0.13,0.12,Sulfur Dioxide (SO2),ppb
Winter 2015-16,Citywide,1,0,New York City,0.12,0.33,0.23,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,101,6,Financial District (CD1),0.46,0.71,0.57,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,102,6,Greenwich Village and Soho (CD2),0.75,1.45,1.05,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,103,6,Lower East Side and Chinatown (CD3),0.63,1.18,0.85,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,104,6,Clinton and Chelsea (CD4),0.7,1.31,0.99,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,105,6,Midtown (CD5),1.12,1.67,1.37,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),0.98,1.49,1.2,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,107,6,Upper West Side (CD7),1.17,1.64,1.42,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,108,6,Upper East Side (CD8),1.01,1.93,1.48,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,109,6,Morningside Heights and Hamilton Heights (CD9),0.97,1.44,1.19,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,110,6,Central Harlem (CD10),0.98,1.31,1.12,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,111,6,East Harlem (CD11),0.83,1.2,0.99,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,112,6,Washington Heights and Inwood (CD12),1.23,1.84,1.55,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,201,6,Mott Haven and Melrose (CD1),0.73,0.94,0.85,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,202,6,Hunts Point and Longwood (CD2),0.7,0.96,0.83,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,203,6,Morrisania and Crotona (CD3),0.93,1.2,1.03,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,204,6,Highbridge and Concourse (CD4),0.99,1.64,1.36,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,205,6,Fordham and University Heights (CD5),1.43,2.14,1.75,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,206,6,Belmont and East Tremont (CD6),1.01,1.67,1.25,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,207,6,Kingsbridge Heights and Bedford (CD7),1.52,2.08,1.79,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,208,6,Riverdale and Fieldston (CD8),0.83,1.32,1.02,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,209,6,Parkchester and Soundview (CD9),0.8,1.19,0.99,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,210,6,Throgs Neck and Co-op City (CD10),0.79,1.05,0.91,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,211,6,Morris Park and Bronxdale (CD11),0.98,1.28,1.1,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,212,6,Williamsbridge and Baychester (CD12),1.02,1.32,1.17,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,301,6,Greenpoint and Williamsburg (CD1),0.53,0.62,0.58,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,302,6,Fort Greene and Brooklyn Heights (CD2),0.47,0.52,0.49,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,303,6,Bedford Stuyvesant (CD3),0.52,0.58,0.55,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,304,6,Bushwick (CD4),0.49,0.64,0.58,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,305,6,East New York and Starrett City (CD5),0.39,0.51,0.46,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,306,6,Park Slope and Carroll Gardens (CD6),0.38,0.48,0.43,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,307,6,Sunset Park (CD7),0.38,0.5,0.42,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,308,6,Crown Heights and Prospect Heights (CD8),0.5,0.54,0.52,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),0.5,0.55,0.52,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,310,6,Bay Ridge and Dyker Heights (CD10),0.38,0.46,0.42,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,311,6,Bensonhurst (CD11),0.42,0.49,0.46,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,312,6,Borough Park (CD12),0.45,0.52,0.48,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,313,6,Coney Island (CD13),0.39,0.45,0.41,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,314,6,Flatbush and Midwood (CD14),0.46,0.55,0.5,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,315,6,Sheepshead Bay (CD15),0.38,0.47,0.44,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,316,6,Brownsville (CD16),0.47,0.53,0.5,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,317,6,East Flatbush (CD17),0.43,0.54,0.48,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,318,6,Flatlands and Canarsie (CD18),0.36,0.44,0.41,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,401,6,Long Island City and Astoria (CD1),0.71,0.96,0.81,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,402,6,Woodside and Sunnyside (CD2),0.57,0.86,0.71,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,403,6,Jackson Heights (CD3),0.73,1.1,0.88,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,404,6,Elmhurst and Corona (CD4),0.71,1.07,0.88,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,405,6,Ridgewood and Maspeth (CD5),0.48,0.63,0.56,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,406,6,Rego Park and Forest Hills (CD6),0.52,0.8,0.65,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,407,6,Flushing and Whitestone (CD7),0.62,0.85,0.74,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,408,6,Hillcrest and Fresh Meadows (CD8),0.46,0.62,0.53,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,409,6,Kew Gardens and Woodhaven (CD9),0.48,0.55,0.51,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,410,6,South Ozone Park and Howard Beach (CD10),0.36,0.46,0.41,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,411,6,Bayside and Little Neck (CD11),0.5,0.65,0.58,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,412,6,Jamaica and Hollis (CD12),0.36,0.47,0.41,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,413,6,Queens Village (CD13),0.32,0.49,0.41,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,414,6,Rockaway and Broad Channel (CD14),0.3,0.33,0.31,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,501,6,St. George and Stapleton (CD1),0.29,0.36,0.33,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,502,6,South Beach and Willowbrook (CD2),0.25,0.34,0.29,Sulfur Dioxide (SO2),ppb
Winter 2014-15,CD,503,6,Tottenville and Great Kills (CD3),0.16,0.28,0.21,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,101,4,Kingsbridge - Riverdale,0.83,1.27,1,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,102,4,Northeast Bronx,0.99,1.26,1.11,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,103,4,Fordham - Bronx Pk,1.15,2.01,1.54,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,104,4,Pelham - Throgs Neck,0.8,1.16,0.96,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,105,4,Crotona -Tremont,0.98,1.85,1.35,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,106,4,High Bridge - Morrisania,0.89,1.59,1.2,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,107,4,Hunts Point - Mott Haven,0.71,0.96,0.82,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,201,4,Greenpoint,0.54,0.62,0.58,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,202,4,Downtown - Heights - Slope,0.4,0.51,0.46,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,203,4,Bedford Stuyvesant - Crown Heights,0.49,0.54,0.52,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,204,4,East New York,0.41,0.52,0.47,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,205,4,Sunset Park,0.38,0.51,0.43,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,206,4,Borough Park,0.45,0.51,0.48,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,207,4,East Flatbush - Flatbush,0.44,0.55,0.49,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,208,4,Canarsie - Flatlands,0.36,0.44,0.4,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,209,4,Bensonhurst - Bay Ridge,0.39,0.47,0.43,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,210,4,Coney Island - Sheepshead Bay,0.39,0.47,0.43,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,211,4,Williamsburg - Bushwick,0.55,0.63,0.58,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,301,4,Washington Heights,1.17,1.82,1.5,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,302,4,Central Harlem - Morningside Heights,0.94,1.28,1.09,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,303,4,East Harlem,0.82,1.21,1,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,304,4,Upper West Side,1.13,1.64,1.4,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,305,4,Upper East Side,1.01,1.94,1.49,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,306,4,Chelsea - Clinton,0.75,1.5,1.13,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,307,4,Gramercy Park - Murray Hill,1.06,1.64,1.28,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,308,4,Greenwich Village - SoHo,0.64,1.16,0.88,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,309,4,Union Square - Lower East Side,0.65,1.48,0.97,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,310,4,Lower Manhattan,0.46,0.66,0.55,Sulfur Dioxide (SO2),ppb
Winter 2014-15,UHF42,401,4,Long Island City - Astoria,0.63,0.96,0.79,Sulfur Dioxide (SO2),ppb
